,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
115,Fox News,"12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/PvITYr54AX https://t.co/o8Nf8WuJcZ",Thu Nov 08 11:18:08 +0000 2018,-0.6486,0.0,0.719,0.281
116,Fox News,"Breaking News: At least 12 dead in shooting at Thousand Oaks nightclub, police say https://t.co/u6sVxdzHq5",Thu Nov 08 11:13:32 +0000 2018,-0.6486,0.0,0.765,0.235
117,Fox News,.@CarleyShimkus is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/cQ9uxkjUIK,Thu Nov 08 11:12:14 +0000 2018,0.0,0.0,1.0,0.0
118,Fox News,"Authorities deliver an update on the shooting in Thousand Oaks, California. (Courtesy: KABC) https://t.co/BtGxxIfNx5",Thu Nov 08 10:53:33 +0000 2018,0.0,0.0,1.0,0.0
119,Fox News,Pastor Dimas Salaberrios on California shooting: “My immediate thoughts go out to the families. Because what’s happ… https://t.co/iowf5VOL2l,Thu Nov 08 10:36:12 +0000 2018,0.0,0.0,1.0,0.0
120,CNN,"BREAKING: Former Vice President Joe Biden will win the Minnesota Democratic primary, CNN projects #CNNelection… https://t.co/MUeKpLiu8J",Wed Mar 04 03:34:39 +0000 2020,0.5859,0.202,0.798,0.0
121,CNN,"“Tonight, I tell you with absolute confidence we’re going to win the Democratic nomination, and we are going to def… https://t.co/83Fxj4ptmT",Wed Mar 04 03:25:26 +0000 2020,0.7964,0.283,0.717,0.0
122,CNN,"BREAKING: Former Vice President Joe Biden will win the Arkansas Democratic primary, CNN projects #CNNelection… https://t.co/chVMGqUwhD",Wed Mar 04 03:17:19 +0000 2020,0.5859,0.202,0.798,0.0
123,CNN,"BREAKING: Former Vice President Joe Biden will win the Oklahoma Democratic primary, CNN projects #CNNelection… https://t.co/33ii0eu5ln",Wed Mar 04 03:05:12 +0000 2020,0.5859,0.202,0.798,0.0
124,CNN,This woman is sending praise to a state trooper who went above and beyond the call of duty. She says she was having… https://t.co/3wob1DPExZ,Wed Mar 04 02:58:52 +0000 2020,0.5574,0.141,0.859,0.0
125,CNN,"RT @CNNPolitics: CNN's Jake Tapper explains why Joe Biden's strong showing ""makes it less clear"" who is going to be the Democratic nominee:…",Wed Mar 04 02:53:47 +0000 2020,0.6815,0.211,0.789,0.0
126,CNN,"Bernie Sanders will win the Colorado Democratic primary, CNN projects, his second victory tonight. #CNNelection 

F… https://t.co/mAV9cyBknv",Wed Mar 04 02:48:28 +0000 2020,0.5859,0.192,0.808,0.0
127,CNN,"Joe Biden grabbed huge early victories on Super Tuesday, winning the prized Virginia and North Carolina Democratic… https://t.co/9O3Mv1bGSw",Wed Mar 04 02:46:40 +0000 2020,0.9186,0.481,0.519,0.0
128,CNN,"BREAKING: Sen. Bernie Sanders will win the Colorado Democratic primary, CNN projects #CNNElection… https://t.co/1JFCqCykmW",Wed Mar 04 02:43:08 +0000 2020,0.5859,0.226,0.774,0.0
129,CNN,"BREAKING: Former Vice President Joe Biden will win the Tennessee Democratic primary, CNN projects #CNNElection… https://t.co/CVFLFu9fho",Wed Mar 04 02:40:07 +0000 2020,0.5859,0.202,0.798,0.0
130,CNN,"RT @CNNPolitics: CNN's Van Jones breaks down the generational divide among African American voters: ""It's very interesting because there's…",Wed Mar 04 02:39:12 +0000 2020,0.4576,0.143,0.857,0.0
131,CNN,"RT @CNNPolitics: Polls have closed in 12 of tonight's 14 Super Tuesday states.

Follow live results here: https://t.co/9UfaM66l5z #CNNelect…",Wed Mar 04 02:30:07 +0000 2020,0.5994,0.178,0.822,0.0
132,CNN,"One week ago, Iran had fewer than 100 confirmed coronavirus cases. On Tuesday, Iranian authorities said there were… https://t.co/nKVEaUXVCZ",Wed Mar 04 02:20:05 +0000 2020,0.0,0.0,1.0,0.0
133,CNN,Amazon is informing employees that one of its Seattle-based workers has been diagnosed with coronavirus https://t.co/wbBD9x9O4a,Wed Mar 04 02:11:36 +0000 2020,0.1779,0.102,0.898,0.0
134,CNN,"Google is canceling Google I/O, an annual developer conference and its biggest event of the year, because of concer… https://t.co/qoyHHfJ6hv",Wed Mar 04 01:57:49 +0000 2020,0.0,0.0,1.0,0.0
135,CNN,"Severe storms and at least one tornado slammed through central Tennessee, killing 25 people and wrecking hundreds o… https://t.co/EfRrFSDfRt",Wed Mar 04 01:56:26 +0000 2020,-0.7906,0.0,0.708,0.292
136,CNN,"The case against a Connecticut man accused of killing his wife effectively ended today, his lawyers told CNN. Fotis… https://t.co/cYs6xZmeWN",Wed Mar 04 01:49:47 +0000 2020,-0.5719,0.114,0.627,0.259
137,CNN,"RT @CNNPolitics: CNN's Van Jones reacts to Joe Biden's projected early victories: ""I think what's going on is this party is trying to find…",Wed Mar 04 01:37:29 +0000 2020,0.481,0.12,0.88,0.0
138,CNN,"An emergency rate cut from the Federal Reserve, the 10-year Treasury bond yield at historic lows — if you've been w… https://t.co/as3XgDHtju",Wed Mar 04 01:36:59 +0000 2020,-0.5719,0.071,0.672,0.257
139,CNN,"Rep. Tulsi Gabbard got her first delegate from American Samoa tonight.

The Hawaii representative, who was born in… https://t.co/dG3S1MXsAV",Wed Mar 04 01:25:23 +0000 2020,0.0,0.0,1.0,0.0
140,BBC News (World),"Joe Biden is projected to win Oklahoma, where 37 delegates are up for grabs 

Follow our live coverage:… https://t.co/NSSApD3KH2",Wed Mar 04 03:35:26 +0000 2020,0.5859,0.174,0.826,0.0
141,BBC News (World),"Joe Biden is projected to win Arkansas, where 31 delegates are up for grabs

Follow our live coverage:… https://t.co/G0NNai6CYW",Wed Mar 04 03:21:03 +0000 2020,0.5859,0.174,0.826,0.0
142,BBC News (World),"RT @BBCNorthAmerica: Senator Bernie Sanders addresses supporters in his home state of Vermont on #SuperTuesday

""We're going to win because…",Wed Mar 04 03:19:40 +0000 2020,0.7717,0.271,0.729,0.0
143,BBC News (World),"Bernie Sanders is projected to win Colorado, where 67 delegates are at stake 

Follow live results:… https://t.co/5RupUhi33t",Wed Mar 04 02:50:17 +0000 2020,0.5859,0.192,0.808,0.0
144,BBC News (World),RT @NickBryantNY: Joe Biden benefited enormously from short turnaround between South Carolina and Super Tuesday.  A problem in Iowa and New…,Wed Mar 04 02:48:16 +0000 2020,0.296,0.159,0.732,0.11
145,BBC News (World),"Joe Biden is projected to win Tennessee, with 64 delegates at stake 

Voting was extended after 25 people were kill… https://t.co/LmomrFrX2x",Wed Mar 04 02:31:49 +0000 2020,0.5859,0.16,0.84,0.0
146,BBC News (World),Why the Latino vote matters on #SuperTuesday 👇 https://t.co/7jWBUlIZr7,Wed Mar 04 02:14:18 +0000 2020,0.0258,0.091,0.909,0.0
147,BBC News (World),RT @BBCNorthAmerica: The BBC's @davidgrossman found Mike Bloomberg's campaign offices empty in California - the state with the largest numb…,Wed Mar 04 01:22:34 +0000 2020,-0.2023,0.0,0.909,0.091
148,BBC News (World),"RT @BBCNorthAmerica: Joe Biden is projected to win Alabama, but three other states are still tossups

❓Massachusetts
❓Oklahoma
❓Maine

Foll…",Wed Mar 04 01:18:15 +0000 2020,0.34,0.112,0.888,0.0
149,BBC News (World),"Joe Biden is projected to win Alabama, where 52 delegates are at stake 

Follow our live results:… https://t.co/rKaScLK4tV",Wed Mar 04 01:09:13 +0000 2020,0.5859,0.183,0.817,0.0
150,BBC News (World),"Joe Biden is projected to win North Carolina, where 110 delegates are at stake

Follow our live results:… https://t.co/l8nRz1cZYR",Wed Mar 04 00:33:48 +0000 2020,0.5859,0.174,0.826,0.0
151,BBC News (World),"Joe Biden is projected to win Virginia, where 99 delegates are at stake

Follow our live results:… https://t.co/u3PY06XVkP",Wed Mar 04 00:17:22 +0000 2020,0.5859,0.183,0.817,0.0
152,BBC News (World),Tedros Adhanom Ghebreyesus: The Ethiopian at the heart of the coronavirus fight https://t.co/MnE4q08FGb,Wed Mar 04 00:16:21 +0000 2020,-0.3818,0.0,0.822,0.178
153,BBC News (World),Super Tuesday: Biden and Sanders take early lead https://t.co/hnKbrc8eSv,Wed Mar 04 00:13:27 +0000 2020,0.5994,0.328,0.672,0.0
154,BBC News (World),"Bernie Sanders is projected to win his home state of Vermont, which has 16 delegates 

Follow our live results:… https://t.co/wvyCT6Drhm",Wed Mar 04 00:13:10 +0000 2020,0.5859,0.167,0.833,0.0
155,BBC News (World),Slovakia's Matovic: Europe's Mr Ordinary prepares for power https://t.co/43GbT809SY,Wed Mar 04 00:06:40 +0000 2020,0.0,0.0,1.0,0.0
156,BBC News (World),Delhi riots: How Muslims' homes were targeted and burnt https://t.co/yarviketjE,Wed Mar 04 00:04:20 +0000 2020,-0.5106,0.0,0.732,0.268
157,BBC News (World),"After lagging in early contests, former VP Joe Biden has got a boost from some key endorsements - including his for… https://t.co/Xygl3SJ1rA",Tue Mar 03 23:42:41 +0000 2020,0.1531,0.118,0.789,0.092
158,BBC News (World),"Tonight, eyes are on the current Democratic front-runner, Senator Bernie Sanders

What does the senator promise to… https://t.co/6XE78w7X84",Tue Mar 03 23:34:29 +0000 2020,0.3182,0.119,0.881,0.0
159,BBC News (World),"Time for a pop quiz

Can you match the A-list celebrity to the presidential candidate they're supporting?… https://t.co/F2cANn5eVi",Tue Mar 03 23:33:28 +0000 2020,0.0,0.0,1.0,0.0
160,CBS News,"Joe Biden says he ""won Minnesota because of Amy Klobuchar"" and is ""doing well in Texas"" because of Beto O'Rourke. B… https://t.co/656OvwwB7P",Wed Mar 04 03:35:47 +0000 2020,0.7003,0.225,0.775,0.0
161,CBS News,"With about 40 percent of the expected vote in, the race in Texas is still a toss-up between Sanders and Biden.… https://t.co/hlM316lm5z",Wed Mar 04 03:35:23 +0000 2020,0.0,0.0,1.0,0.0
162,CBS News,"The current CBS News delegate estimate at 10:30pm. 

https://t.co/dejxP1swQq https://t.co/ZJ33hrv4cv",Wed Mar 04 03:34:13 +0000 2020,0.0,0.0,1.0,0.0
163,CBS News,"CBS News projects Biden wins the Minnesota primary. 

https://t.co/dejxP1swQq https://t.co/NamornEojM",Wed Mar 04 03:32:00 +0000 2020,0.5719,0.291,0.709,0.0
164,CBS News,"RT @adam_brew: .@CBSNews projects Bernie Sanders wins the Utah primary. 

These are the races CBS News has called at this point: 
Vermont -…",Wed Mar 04 03:31:49 +0000 2020,0.5719,0.144,0.856,0.0
165,CBS News,"CBS News projects Bernie Sanders wins Utah. 

https://t.co/dejxP1swQq https://t.co/myaRij0b5S",Wed Mar 04 03:29:34 +0000 2020,0.5719,0.316,0.684,0.0
166,CBS News,"Joe Biden: ""We were told when we got to Super Tuesday, it'll be over. Well, it may be over for the other guy.""… https://t.co/PH1zCsZ1E4",Wed Mar 04 03:28:34 +0000 2020,0.7184,0.214,0.786,0.0
167,CBS News,WATCH LIVE: Joe Biden speaks to supporters in Los Angeles after a sweep of Super Tuesday victories has put him in t… https://t.co/lFvMVlXVb1,Wed Mar 04 03:24:58 +0000 2020,0.7783,0.254,0.746,0.0
168,CBS News,RT @CHueyBurns: I think one of the biggest stories of the night is the power of the late deciders. Some anecdotes in this thread: https://t…,Wed Mar 04 03:22:55 +0000 2020,0.0,0.0,1.0,0.0
169,CBS News,"Dylan Farrow calls publishing of Woody Allen's upcoming memoir an ""utter betrayal"" https://t.co/azWerFNIgf https://t.co/NJPOPDvV4Z",Wed Mar 04 03:20:01 +0000 2020,-0.5859,0.0,0.774,0.226
170,CBS News,"RT @EwallWice: Updated projections from @CBSNews:

@JoeBiden wins: Arkansas, Oklahoma, Virginia, Alabama, North Carolina, Tennessee

@Berni…",Wed Mar 04 03:14:54 +0000 2020,0.5719,0.198,0.802,0.0
171,CBS News,"CBS News estimates Minnesota leans towards Joe Biden. 

https://t.co/dejxP1swQq https://t.co/gdpXU25kyE",Wed Mar 04 03:13:12 +0000 2020,0.0,0.0,1.0,0.0
172,CBS News,"CBS News projects Joe Biden wins the Arkansas primary. 

https://t.co/dejxP1aVYS https://t.co/apXLeRF8WX",Wed Mar 04 03:11:02 +0000 2020,0.5719,0.27,0.73,0.0
173,CBS News,"Bernie Sanders tells supporters in Vermont: ""Tonight, I tell you with absolute confidence, we are going to win the… https://t.co/6nNb2WMnzZ",Wed Mar 04 03:10:41 +0000 2020,0.875,0.385,0.615,0.0
174,CBS News,"HAPPENING NOW: Bernie Sanders takes the stage to address supporters in Essex Junction, Vermont… https://t.co/PqtXeaLSPr",Wed Mar 04 03:08:14 +0000 2020,0.4404,0.172,0.828,0.0
175,CBS News,"RACE UPDATE: CBS News estimates Massachusetts leans towards Joe Biden. 
https://t.co/dejxP1swQq https://t.co/djSNsnlfI3",Wed Mar 04 03:08:01 +0000 2020,0.0,0.0,1.0,0.0
176,CBS News,"CBS News projects Joe Biden wins the Oklahoma primary. 
https://t.co/dejxP1swQq https://t.co/lYO7tttzcQ",Wed Mar 04 03:06:48 +0000 2020,0.5719,0.27,0.73,0.0
177,CBS News,".@NorahODonnell: ""Tonight, it is coming down to a two-man race for the Democratic presidential nomination. And thos… https://t.co/ClEo4U4IdG",Wed Mar 04 03:05:07 +0000 2020,0.0,0.0,1.0,0.0
178,CBS News,"The current CBS News delegate estimate as of 10pm. 

https://t.co/dejxP1swQq https://t.co/sPP3jqssev",Wed Mar 04 03:03:32 +0000 2020,0.0,0.0,1.0,0.0
179,CBS News,"School resource officer prays for students at flagpole every day
https://t.co/mzD0G9gLOv https://t.co/iq1o5OX3yI",Wed Mar 04 02:59:38 +0000 2020,0.34,0.179,0.821,0.0
180,The New York Times,Breaking News: Joe Biden won Minnesota in an upset after he was endorsed by Amy Klobuchar — his 7th victory of Supe… https://t.co/cq2yZgm1LM,Wed Mar 04 03:39:29 +0000 2020,0.4767,0.209,0.696,0.095
181,The New York Times,"Breaking News: Bernie Sanders won Utah, his 3rd victory of Super Tuesday. He also carried the state in 2016.… https://t.co/skPAIOfaJ3",Wed Mar 04 03:35:24 +0000 2020,0.8225,0.297,0.703,0.0
182,The New York Times,"RT @jennymedina: NEW: Sanders camp in California filed emergency injunction to keep Los Angeles County  polls open until 10 p.m. tonight, a…",Wed Mar 04 03:27:54 +0000 2020,-0.3818,0.0,0.89,0.11
183,The New York Times,"Joe Biden is leading the Massachusetts Democratic presidential primary, with 31% of precincts reporting. Elizabeth… https://t.co/9NGxJEohz5",Wed Mar 04 03:25:25 +0000 2020,0.0,0.0,1.0,0.0
184,The New York Times,"Ronan Farrow, the author of the book “Catch and Kill,” said on Tuesday that he would cut ties with his publisher, H… https://t.co/WCBXdnQeLV",Wed Mar 04 03:21:02 +0000 2020,-0.2732,0.0,0.913,0.087
185,The New York Times,"Breaking News: Joe Biden won Oklahoma, a state that Bernie Sanders won in 2016, and Arkansas. Follow more live upda… https://t.co/HAGh7V7Rmb",Wed Mar 04 03:11:17 +0000 2020,0.8126,0.291,0.709,0.0
186,The New York Times,Polls have now closed in Utah. Follow live results from all of the Super Tuesday states here. https://t.co/B63P81VSMW,Wed Mar 04 03:03:57 +0000 2020,0.5994,0.187,0.813,0.0
187,The New York Times,"Breaking News: Bernie Sanders won Colorado, which has a large Latino population. He did well with young voters and… https://t.co/lFhDXS3Qwn",Wed Mar 04 02:46:02 +0000 2020,0.7003,0.254,0.746,0.0
188,The New York Times,"With 16% of precincts reporting, here’s who’s leading the Minnesota Democratic presidential primary.

Follow all of… https://t.co/voVKEnLSsh",Wed Mar 04 02:34:01 +0000 2020,0.0,0.0,1.0,0.0
189,The New York Times,"RT @nytgraphics: There are at least 118 coronavirus cases in the United States. Here’s what we know about them:

https://t.co/MOCwSZydRh",Wed Mar 04 02:30:11 +0000 2020,0.4215,0.128,0.872,0.0
190,The New York Times,"Breaking News: Joe Biden won Tennessee, his 4th Super Tuesday win. He was favored by a wide margin among black vote… https://t.co/fLqotkEGbs",Wed Mar 04 02:19:17 +0000 2020,0.9349,0.455,0.545,0.0
191,The New York Times,"RT @ByMikeBaker: Coronavirus today:
• 9 dead
• Past deaths tied to virus
• 2 people in their 20s hospitalized
• 12 first responders ill
• A…",Wed Mar 04 02:16:04 +0000 2020,-0.7964,0.0,0.717,0.283
192,The New York Times,"""Bernie Sanders's advisers are saying it’s still early, which it is,"" reports @melbournecoal from Vermont. ""Texas p… https://t.co/KOTTKSgTDZ",Wed Mar 04 02:10:48 +0000 2020,0.0,0.0,1.0,0.0
193,The New York Times,"Polls have now closed in Colorado, Minnesota and Texas. Follow live results from all of the Super Tuesday states he… https://t.co/cGCEBYBzGM",Wed Mar 04 02:00:57 +0000 2020,0.5994,0.163,0.837,0.0
194,The New York Times,"With 97% of precincts reporting, these are the latest results from Virginia's Democratic presidential primary. Joe… https://t.co/Gcdox4jKbj",Wed Mar 04 01:49:31 +0000 2020,0.0,0.0,1.0,0.0
195,The New York Times,"Mike Bloomberg won American Samoa, his first win of Super Tuesday. It awards 6 delegates in all, and Tulsi Gabbard… https://t.co/HnMFFg1iBv",Wed Mar 04 01:36:24 +0000 2020,0.9371,0.474,0.526,0.0
196,The New York Times,Polls have now closed in Arkansas. Follow live results from all of the Super Tuesday states here. https://t.co/6v58odlALZ,Wed Mar 04 01:33:03 +0000 2020,0.5994,0.187,0.813,0.0
197,The New York Times,"Breaking News: Joe Biden won Alabama, his 3rd win of the night. Follow more live results from Super Tuesday.… https://t.co/EVlgAuEKSV",Wed Mar 04 01:16:43 +0000 2020,0.9081,0.401,0.599,0.0
198,The New York Times,"Polls have now closed in Alabama, Maine, Massachusetts, Oklahoma and parts of Texas. Follow live results from all o… https://t.co/WNz3g18BYb",Wed Mar 04 01:04:31 +0000 2020,0.0,0.0,1.0,0.0
199,The New York Times,Voting was extended in one North Carolina precinct until 8 p.m. Eastern because of a ballot shortage. Joe Biden was… https://t.co/slBk7ohz7v,Wed Mar 04 00:47:57 +0000 2020,-0.25,0.0,0.9,0.1
200,Fox News,"Las Vegas shooting survivors were inside Thousand Oaks bar, friends say https://t.co/nW9TLTON9n",Thu Nov 08 10:30:40 +0000 2018,0.4767,0.22,0.78,0.0
201,Fox News,"UPDATE: At least 11 wounded in shooting at California bar, gunman dead, police say https://t.co/awRowfbeRy",Thu Nov 08 10:24:08 +0000 2018,-0.6486,0.0,0.765,0.235
202,Fox News,Authorities confirm gunman is dead @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/a2EIH1EWmA,Thu Nov 08 10:16:43 +0000 2018,-0.6486,0.0,0.619,0.381
203,Fox News,Ventura County Sheriff’s Office Captain Garo Kuredjian: “I don’t know what the condition of any of the victims are… https://t.co/96mT27WHZv,Thu Nov 08 10:10:46 +0000 2018,-0.3182,0.0,0.892,0.108
204,Fox News,"At least 11 shot, including sheriff’s deputy — Jonathan Hunt has the latest from the scene of the California shooti… https://t.co/sLzLyMsrn5",Thu Nov 08 10:03:44 +0000 2018,0.0,0.0,1.0,0.0
205,Fox News,Witnesses describe chaotic scene during Thousand Oaks shooting https://t.co/qE8RqKGjz3,Thu Nov 08 09:54:50 +0000 2018,-0.4939,0.0,0.714,0.286
206,Fox News,UPDATE: At least 11 people hurt in California shooting @FoxFriendsFirst https://t.co/PvITYr54AX https://t.co/RGWIkaxF4f,Thu Nov 08 09:46:19 +0000 2018,-0.5267,0.0,0.764,0.236
207,Fox News,"Daniel Hoffman on California shooting: “This still an active shooter scene, and the focus is on dealing with that a… https://t.co/PiwHhe5HuX",Thu Nov 08 09:40:57 +0000 2018,0.4019,0.119,0.881,0.0
208,Fox News,"Former Las Vegas Metro Police Lt. Randy Sutton: “Those who respond to this show incredible bravery, because they ar… https://t.co/idcJJuVRMP",Thu Nov 08 09:31:36 +0000 2018,0.4939,0.144,0.856,0.0
209,Fox News,"Authorities deliver a briefing on a shooting in Thousand Oaks, California. (Courtesy: KCBS) https://t.co/5VGZz3rDIL",Thu Nov 08 09:25:02 +0000 2018,0.0,0.0,1.0,0.0
210,Fox News,"Mass shooting at California bar, @HeatherChilders &amp; @JackieibanezFNC have the latest @FoxFriendsFirst… https://t.co/8c8H5LUFCu",Thu Nov 08 09:18:00 +0000 2018,0.0,0.0,1.0,0.0
211,Fox News,Tesla names Robyn Denholm as Chairman to replace Elon Musk (via @FoxBusiness) https://t.co/SKjBXxUdOD,Thu Nov 08 09:10:00 +0000 2018,0.0,0.0,1.0,0.0
212,Fox News,@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frankl… https://t.co/3eA2dn4vQh,Thu Nov 08 09:01:00 +0000 2018,0.2006,0.126,0.783,0.091
213,Fox News,".@TuckerCarlson: ""While everyone else obsessed over dossiers and FISA warrants, Sessions worried about the mission… https://t.co/LSvnOqZMsq",Thu Nov 08 09:00:00 +0000 2018,-0.4404,0.0,0.782,0.218
214,Fox News,"Wife's dying wish was for him to clean up bloody crime scene, suspect claims: reports https://t.co/7Wxd39jDEB",Thu Nov 08 08:51:00 +0000 2018,-0.4939,0.216,0.44,0.344
215,Fox News,DEVELOPING: Massive police response after reports of shooting at California nightclub https://t.co/awRowfsPJ6,Thu Nov 08 08:41:00 +0000 2018,0.0,0.0,1.0,0.0
216,Fox News,".@senatemajldr Mitch McConnell said Wednesday that Democrats and Republicans will have to address health care ""on a… https://t.co/XxmktKMZ7F",Thu Nov 08 08:31:00 +0000 2018,0.4939,0.158,0.842,0.0
217,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/lt485btkXG",Thu Nov 08 08:21:00 +0000 2018,0.5106,0.155,0.845,0.0
218,Fox News,Dem @GavinNewsom's wild victory party in LA features controversial rapper @common https://t.co/V9SSpxOUH7,Thu Nov 08 08:06:00 +0000 2018,0.2263,0.186,0.69,0.124
219,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/MRia8l8dOM",Thu Nov 08 08:01:00 +0000 2018,0.7096,0.296,0.704,0.0
220,CNN,"New York Attorney General Letitia James, along with 18 attorneys general from across the country, sued the Trump ad… https://t.co/7fk8hKOGUv",Wed Mar 04 01:20:08 +0000 2020,0.0,0.0,1.0,0.0
221,CNN,"Joe Biden grabbed huge early wins on Super Tuesday, winning the prized Virginia and North Carolina Democratic prima… https://t.co/6m9D5ZU7CE",Wed Mar 04 01:16:24 +0000 2020,0.9493,0.544,0.456,0.0
222,CNN,"Members of Congress threw a surprise party for Democratic Rep. John Lewis of Georgia, celebrating the civil rights… https://t.co/8mmWf3zoA4",Wed Mar 04 01:13:35 +0000 2020,0.8176,0.362,0.638,0.0
223,CNN,"BREAKING: Former Vice President Joe Biden will win the Alabama Democratic primary, CNN projects #CNNElection… https://t.co/WJS6so4UdU",Wed Mar 04 01:00:33 +0000 2020,0.5859,0.202,0.798,0.0
224,CNN,"CNN commentator and former presidential candidate Andrew Yang on Michael Bloomberg: ""I think he found out that the… https://t.co/m3mlKlj0HQ",Wed Mar 04 00:57:15 +0000 2020,0.0,0.0,1.0,0.0
225,CNN,Scientists scanned bumblebee brains and found that baby bees can feel the effects of the food contaminated by pesti… https://t.co/kN1fHDXTWM,Wed Mar 04 00:55:06 +0000 2020,0.0,0.0,1.0,0.0
226,CNN,An administrator of the Centers for Medicare and Medicaid Services said today that any costs associated with the co… https://t.co/DU3ouUQH2E,Wed Mar 04 00:50:04 +0000 2020,0.0,0.0,1.0,0.0
227,CNN,Top officials from the Democratic National Committee and Republican National Committee are monitoring the spread of… https://t.co/B4mwHnQEbX,Wed Mar 04 00:45:05 +0000 2020,0.2023,0.101,0.899,0.0
228,CNN,JUST IN: Former NYC Mayor Michael Bloomberg wins American Samoa Democratic caucuses #CNNElection… https://t.co/dvzfcF0y38,Wed Mar 04 00:45:01 +0000 2020,0.5719,0.222,0.778,0.0
